User_ID,Age,Gender,City,Subscription_Type,Device,Content_Title,Category,Watch_Time_Minutes,Revenue_INR,Date,Subscription_Status
5065,51,Male,Chennai,Mobile,Smart TV,IPL Highlights,Sports,41,149,2025-06-30,Active
5066,53,Female,Ahmedabad,Premium,Laptop/Desktop,Football Live,Sports,181,499,2025-04-21,Cancelled
5067,45,Male,Kolkata,Mobile,Laptop/Desktop,Web Series X,Web Series,222,149,2025-06-10,Cancelled
5068,59,Female,Ahmedabad,Super,Mobile,Bollywood Movies,Movies,38,299,2025-04-12,Active
5069,37,Female,Kolkata,Premium,Tablet,Cricket Live,Sports,45,0,2025-03-08,Cancelled
5070,46,Female,Ahmedabad,Premium,Mobile,Action Movie,Movies,44,499,2025-10-08,Cancelled
5071,64,Female,Hyderabad,Super,Mobile,Football Live,Sports,135,0,2025-03-27,Cancelled
5072,29,Male,Madurai,Mobile,Smart TV,Drama Show,TV Shows,204,0,2025-10-06,Active
5073,26,Female,Delhi,Free,Tablet,Web Series X,Web Series,122,0,2025-10-03,Active
5074,61,Male,Madurai,Premium,Smart TV,Web Series X,Web Series,228,499,2025-05-24,Cancelled
5075,50,Female,Kolkata,Mobile,Mobile,Tamil Series,Web Series,144,149,2025-01-04,Cancelled
5076,57,Male,Coimbatore,Premium,Mobile,Action Movie,Movies,264,499,2025-03-07,Cancelled
5077,62,Male,Pune,Mobile,Laptop/Desktop,Reality Show,TV Shows,97,0,2025-11-13,Active
5078,55,Female,Coimbatore,Mobile,Smart TV,Football Live,Sports,255,149,2025-04-01,Active
5079,57,Female,Pune,Mobile,Mobile,Tamil Series,Web Series,106,0,2025-04-14,Active
5080,24,Female,Bengaluru,Super,Tablet,Reality Show,TV Shows,66,299,2025-09-02,Cancelled
5081,28,Female,Kolkata,Premium,Laptop/Desktop,Drama Show,TV Shows,27,499,2025-06-22,Cancelled
5082,31,Female,Madurai,Free,Laptop/Desktop,Web Series X,Web Series,99,0,2025-06-22,Cancelled
5083,32,Male,Chennai,Mobile,Laptop/Desktop,Reality Show,TV Shows,259,149,2025-02-11,Active
5084,42,Female,Chennai,Free,Mobile,Reality Show,TV Shows,232,0,2025-11-16,Cancelled
5085,59,Female,Madurai,Premium,Tablet,Kids Fun,Kids,127,499,2025-11-08,Cancelled
5086,40,Female,Mumbai,Mobile,Mobile,Bollywood Movies,Movies,77,149,2025-06-14,Cancelled
5087,51,Male,Chennai,Mobile,Smart TV,Web Series X,Web Series,269,149,2025-01-13,Active
5088,30,Male,Pune,Super,Mobile,Cricket Live,Sports,52,0,2025-02-16,Cancelled
5089,40,Male,Kolkata,Super,Smart TV,Web Series X,Web Series,38,299,2025-06-30,Cancelled
5090,42,Male,Kolkata,Super,Mobile,Cricket Live,Sports,76,299,2025-05-14,Active
5091,28,Male,Delhi,Super,Smart TV,Web Series X,Web Series,293,299,2025-06-02,Cancelled
5092,46,Female,Coimbatore,Super,Mobile,Web Series X,Web Series,168,299,2025-03-26,Cancelled
5093,45,Female,Bengaluru,Mobile,Tablet,IPL Highlights,Sports,47,149,2025-12-12,Cancelled
5094,30,Male,Pune,Super,Mobile,Drama Show,TV Shows,192,0,2025-12-15,Active
5095,22,Female,Pune,Super,Smart TV,Cricket Live,Sports,289,0,2025-11-11,Cancelled
5096,54,Male,Delhi,Mobile,Tablet,Tamil Series,Web Series,146,149,2025-06-27,Cancelled
5097,31,Female,Chennai,Premium,Smart TV,Football Live,Sports,294,499,2025-01-16,Cancelled
5098,29,Female,Hyderabad,Mobile,Smart TV,Kids Fun,Kids,49,149,2025-07-30,Active
5099,49,Female,Hyderabad,Mobile,Tablet,Action Movie,Movies,215,149,2025-08-22,Cancelled
5100,39,Female,Kolkata,Free,Tablet,Cricket Live,Sports,38,0,2025-08-15,Cancelled
5101,57,Female,Madurai,Mobile,Smart TV,Reality Show,TV Shows,88,149,2025-12-09,Active
5102,65,Female,Ahmedabad,Free,Laptop/Desktop,IPL Highlights,Sports,173,0,2025-04-01,Cancelled
5103,35,Male,Bengaluru,Mobile,Mobile,Bollywood Movies,Movies,241,0,2025-11-14,Cancelled
5104,33,Male,Mumbai,Super,Mobile,Reality Show,TV Shows,211,299,2025-07-02,Active
5105,18,Male,Chennai,Mobile,Mobile,Web Series X,Web Series,56,149,2025-09-12,Cancelled
5106,53,Male,Kolkata,Free,Laptop/Desktop,Tamil Series,Web Series,49,0,2025-11-23,Active
5107,32,Female,Coimbatore,Premium,Smart TV,Bollywood Movies,Movies,170,499,2025-07-13,Cancelled
5108,47,Female,Mumbai,Premium,Tablet,Action Movie,Movies,264,499,2025-11-17,Active
5109,42,Male,Pune,Premium,Tablet,Action Movie,Movies,88,499,2025-10-03,Cancelled
5110,45,Female,Madurai,Super,Laptop/Desktop,IPL Highlights,Sports,35,0,2025-08-24,Cancelled
5111,36,Male,Chennai,Free,Laptop/Desktop,Cricket Live,Sports,130,0,2025-06-05,Active
5112,49,Female,Madurai,Free,Laptop/Desktop,Reality Show,TV Shows,75,0,2025-03-29,Active
5113,53,Female,Bengaluru,Super,Tablet,Tamil Series,Web Series,75,299,2025-11-01,Cancelled
5114,39,Male,Chennai,Premium,Tablet,Football Live,Sports,200,499,2025-06-05,Cancelled
5115,30,Male,Chennai,Mobile,Laptop/Desktop,Kids Fun,Kids,80,149,2025-04-28,Active
5116,19,Female,Delhi,Mobile,Mobile,Kids Fun,Kids,256,149,2025-12-12,Cancelled
5117,29,Female,Ahmedabad,Free,Mobile,Football Live,Sports,170,0,2025-11-15,Cancelled
5118,32,Female,Ahmedabad,Super,Mobile,IPL Highlights,Sports,253,299,2025-12-07,Cancelled
5119,49,Female,Ahmedabad,Super,Mobile,Drama Show,TV Shows,212,299,2025-11-15,Cancelled
5120,19,Female,Delhi,Super,Smart TV,Cricket Live,Sports,112,0,2025-08-24,Cancelled
5121,65,Male,Bengaluru,Free,Smart TV,Kids Fun,Kids,155,0,2025-06-09,Cancelled
5122,49,Male,Bengaluru,Mobile,Laptop/Desktop,Reality Show,TV Shows,192,149,2025-04-19,Active
5123,29,Female,Delhi,Premium,Smart TV,Tamil Series,Web Series,148,499,2025-02-15,Cancelled
5124,30,Male,Bengaluru,Super,Laptop/Desktop,IPL Highlights,Sports,64,299,2025-12-18,Active
5125,18,Female,Coimbatore,Super,Mobile,Tamil Series,Web Series,37,299,2025-07-18,Cancelled
5126,25,Female,Ahmedabad,Free,Tablet,Tamil Series,Web Series,53,0,2025-04-03,Cancelled
5127,44,Female,Hyderabad,Mobile,Tablet,Cricket Live,Sports,24,149,2025-03-17,Active
5128,63,Female,Pune,Premium,Laptop/Desktop,IPL Highlights,Sports,282,499,2025-03-29,Cancelled
5129,56,Male,Bengaluru,Super,Mobile,IPL Highlights,Sports,110,299,2025-03-09,Cancelled
5130,59,Male,Chennai,Free,Laptop/Desktop,Tamil Series,Web Series,95,0,2025-04-05,Cancelled
5131,46,Male,Mumbai,Free,Smart TV,IPL Highlights,Sports,259,0,2025-10-27,Active
5132,43,Male,Coimbatore,Super,Smart TV,IPL Highlights,Sports,51,299,2025-09-26,Active
5133,31,Female,Coimbatore,Premium,Smart TV,Reality Show,TV Shows,97,499,2025-09-01,Active
5134,31,Male,Kolkata,Super,Mobile,Bollywood Movies,Movies,43,299,2025-08-10,Active
5135,56,Female,Coimbatore,Mobile,Laptop/Desktop,Web Series X,Web Series,94,149,2025-10-29,Active
5136,27,Female,Mumbai,Mobile,Mobile,Action Movie,Movies,294,149,2025-08-21,Cancelled
5137,39,Female,Bengaluru,Mobile,Mobile,Tamil Series,Web Series,84,149,2025-02-27,Active
5138,64,Female,Ahmedabad,Super,Mobile,Web Series X,Web Series,163,0,2025-11-18,Active
5139,60,Female,Coimbatore,Super,Laptop/Desktop,Web Series X,Web Series,48,299,2025-10-28,Cancelled
5140,51,Female,Kolkata,Super,Mobile,Kids Fun,Kids,252,0,2025-06-25,Active
5141,56,Male,Ahmedabad,Premium,Tablet,Web Series X,Web Series,27,499,2025-02-15,Active
5142,19,Female,Coimbatore,Super,Smart TV,Reality Show,TV Shows,248,299,2025-10-16,Cancelled
5143,20,Female,Madurai,Premium,Smart TV,Kids Fun,Kids,212,499,2025-11-11,Cancelled
5144,60,Female,Hyderabad,Premium,Tablet,Tamil Series,Web Series,144,499,2025-07-16,Active
5145,58,Female,Chennai,Free,Mobile,Football Live,Sports,298,0,2025-07-10,Cancelled
5146,31,Male,Hyderabad,Premium,Mobile,Drama Show,TV Shows,52,499,2025-05-30,Active
5147,35,Female,Delhi,Premium,Smart TV,Drama Show,TV Shows,165,499,2025-08-13,Active
5148,48,Male,Pune,Super,Mobile,IPL Highlights,Sports,131,299,2025-03-13,Cancelled
5149,63,Female,Ahmedabad,Super,Mobile,Tamil Series,Web Series,121,299,2025-08-29,Cancelled
5150,19,Male,Hyderabad,Super,Laptop/Desktop,Cricket Live,Sports,246,299,2025-02-08,Active
5151,34,Female,Coimbatore,Super,Mobile,Drama Show,TV Shows,80,299,2025-08-16,Active
5152,18,Female,Madurai,Super,Smart TV,Kids Fun,Kids,210,0,2025-02-03,Active
5153,59,Female,Chennai,Mobile,Mobile,Bollywood Movies,Movies,134,149,2025-08-25,Cancelled
5154,61,Female,Chennai,Super,Tablet,Kids Fun,Kids,190,299,2025-05-15,Cancelled
5155,59,Male,Delhi,Mobile,Tablet,Reality Show,TV Shows,207,149,2025-01-09,Cancelled
5156,40,Male,Mumbai,Free,Mobile,Drama Show,TV Shows,194,0,2025-01-26,Active
5157,24,Male,Hyderabad,Mobile,Tablet,IPL Highlights,Sports,197,0,2025-10-18,Active
5158,45,Female,Kolkata,Mobile,Tablet,Cricket Live,Sports,15,149,2025-05-11,Active
5159,47,Female,Kolkata,Super,Tablet,Football Live,Sports,147,299,2025-11-09,Cancelled
5160,52,Male,Chennai,Mobile,Smart TV,Football Live,Sports,297,149,2025-03-15,Cancelled
5161,65,Female,Kolkata,Premium,Smart TV,IPL Highlights,Sports,260,499,2025-06-10,Cancelled
5162,31,Female,Hyderabad,Mobile,Laptop/Desktop,Kids Fun,Kids,295,149,2025-02-11,Active
5163,28,Male,Pune,Super,Smart TV,Tamil Series,Web Series,82,0,2025-03-02,Cancelled
5164,61,Female,Mumbai,Free,Mobile,Tamil Series,Web Series,212,0,2025-03-13,Cancelled
5165,30,Male,Coimbatore,Super,Laptop/Desktop,Football Live,Sports,27,299,2025-06-05,Active
5166,28,Male,Bengaluru,Free,Tablet,Kids Fun,Kids,119,0,2025-02-19,Active
5167,22,Male,Kolkata,Mobile,Laptop/Desktop,Football Live,Sports,147,149,2025-11-04,Active
5168,18,Male,Ahmedabad,Free,Mobile,Reality Show,TV Shows,245,0,2025-10-22,Cancelled
5169,40,Female,Hyderabad,Free,Tablet,Tamil Series,Web Series,72,0,2025-09-23,Active
5170,50,Female,Kolkata,Super,Mobile,Cricket Live,Sports,91,299,2025-11-12,Active
5171,61,Female,Bengaluru,Mobile,Laptop/Desktop,Kids Fun,Kids,169,149,2025-12-24,Cancelled
5172,38,Female,Delhi,Free,Mobile,Action Movie,Movies,230,0,2025-05-06,Active
5173,32,Female,Bengaluru,Free,Tablet,IPL Highlights,Sports,254,0,2025-07-08,Cancelled
5174,26,Female,Delhi,Free,Mobile,Tamil Series,Web Series,234,0,2025-10-12,Cancelled
5175,26,Female,Bengaluru,Mobile,Mobile,Kids Fun,Kids,63,149,2025-07-31,Active
5176,23,Male,Ahmedabad,Mobile,Smart TV,Tamil Series,Web Series,287,149,2025-05-23,Active
5177,46,Female,Coimbatore,Mobile,Laptop/Desktop,IPL Highlights,Sports,202,149,2025-10-03,Cancelled
5178,48,Male,Kolkata,Super,Laptop/Desktop,Bollywood Movies,Movies,226,0,2025-08-23,Cancelled
5179,51,Female,Hyderabad,Super,Mobile,Bollywood Movies,Movies,171,0,2025-01-30,Cancelled
5180,19,Male,Hyderabad,Super,Smart TV,Web Series X,Web Series,183,299,2025-04-08,Cancelled
5181,18,Female,Coimbatore,Mobile,Smart TV,Reality Show,TV Shows,15,149,2025-04-06,Cancelled
5182,21,Female,Delhi,Premium,Laptop/Desktop,Drama Show,TV Shows,164,499,2025-10-08,Active
5183,62,Female,Chennai,Premium,Laptop/Desktop,Reality Show,TV Shows,242,499,2025-01-14,Active
5184,39,Male,Delhi,Free,Laptop/Desktop,Kids Fun,Kids,253,0,2025-05-26,Cancelled
5185,23,Female,Chennai,Free,Mobile,Drama Show,TV Shows,243,0,2025-01-09,Active
5186,30,Female,Madurai,Mobile,Mobile,Web Series X,Web Series,285,0,2025-04-16,Active
5187,58,Male,Hyderabad,Mobile,Laptop/Desktop,Web Series X,Web Series,8,149,2025-10-18,Active
5188,22,Female,Hyderabad,Super,Smart TV,Action Movie,Movies,197,299,2025-12-24,Active
5189,51,Male,Bengaluru,Mobile,Mobile,Tamil Series,Web Series,132,149,2025-11-08,Active
5190,60,Female,Kolkata,Mobile,Smart TV,Action Movie,Movies,113,149,2025-08-10,Active
5191,52,Male,Madurai,Super,Smart TV,Bollywood Movies,Movies,65,299,2025-09-17,Cancelled
5192,38,Female,Madurai,Mobile,Laptop/Desktop,Action Movie,Movies,201,149,2025-01-21,Cancelled
5193,37,Male,Madurai,Super,Smart TV,Football Live,Sports,83,0,2025-07-14,Active
5194,65,Male,Ahmedabad,Mobile,Tablet,Cricket Live,Sports,260,149,2025-06-09,Active
5195,31,Male,Ahmedabad,Free,Tablet,Action Movie,Movies,100,0,2025-06-06,Cancelled
5196,34,Female,Kolkata,Free,Mobile,Bollywood Movies,Movies,122,0,2025-08-29,Cancelled
5197,59,Female,Bengaluru,Free,Mobile,IPL Highlights,Sports,51,0,2025-12-22,Cancelled
5198,18,Female,Coimbatore,Free,Tablet,Drama Show,TV Shows,140,0,2025-06-09,Active
5199,37,Female,Kolkata,Mobile,Laptop/Desktop,Tamil Series,Web Series,147,149,2025-10-18,Cancelled
5200,60,Male,Bengaluru,Super,Laptop/Desktop,Reality Show,TV Shows,226,299,2025-01-13,Active
5201,22,Male,Chennai,Mobile,Laptop/Desktop,Kids Fun,Kids,232,0,2025-06-28,Active
5202,53,Female,Delhi,Mobile,Laptop/Desktop,Tamil Series,Web Series,205,149,2025-04-30,Active
5203,59,Female,Hyderabad,Super,Tablet,Drama Show,TV Shows,71,299,2025-01-19,Cancelled
5204,47,Male,Madurai,Free,Laptop/Desktop,Cricket Live,Sports,176,0,2025-06-17,Active
5205,41,Female,Chennai,Free,Tablet,Kids Fun,Kids,35,0,2025-08-30,Cancelled
5206,49,Female,Mumbai,Super,Laptop/Desktop,Reality Show,TV Shows,289,299,2025-09-10,Active
5207,32,Female,Mumbai,Super,Laptop/Desktop,Drama Show,TV Shows,185,299,2025-11-01,Active
5208,49,Male,Pune,Super,Tablet,Kids Fun,Kids,183,299,2025-05-12,Cancelled
5209,29,Female,Madurai,Premium,Smart TV,Bollywood Movies,Movies,101,499,2025-04-16,Active
5210,46,Male,Delhi,Free,Laptop/Desktop,Reality Show,TV Shows,218,0,2025-01-07,Active
5211,45,Female,Bengaluru,Premium,Laptop/Desktop,Tamil Series,Web Series,10,0,2025-05-18,Active
5212,28,Female,Coimbatore,Super,Laptop/Desktop,Reality Show,TV Shows,170,0,2025-03-14,Active
5213,33,Male,Kolkata,Free,Mobile,Drama Show,TV Shows,12,0,2025-11-09,Active
5214,38,Female,Pune,Free,Tablet,Football Live,Sports,273,0,2025-09-25,Active
5215,50,Male,Kolkata,Mobile,Laptop/Desktop,Kids Fun,Kids,74,149,2025-10-16,Active
5216,22,Female,Coimbatore,Free,Laptop/Desktop,Tamil Series,Web Series,243,0,2025-10-09,Active
5217,63,Female,Madurai,Mobile,Tablet,Kids Fun,Kids,258,149,2025-10-16,Cancelled
5218,18,Female,Ahmedabad,Free,Tablet,Drama Show,TV Shows,153,0,2025-04-04,Active
5219,35,Female,Delhi,Free,Smart TV,Drama Show,TV Shows,155,0,2025-06-04,Active
5220,62,Male,Ahmedabad,Free,Mobile,Web Series X,Web Series,243,0,2025-07-25,Active
5221,36,Female,Coimbatore,Premium,Laptop/Desktop,Reality Show,TV Shows,278,499,2025-07-19,Active
5222,34,Female,Kolkata,Premium,Smart TV,Cricket Live,Sports,214,499,2025-12-03,Active
5223,39,Female,Chennai,Premium,Mobile,Bollywood Movies,Movies,125,499,2025-02-26,Cancelled
5224,28,Male,Kolkata,Free,Laptop/Desktop,IPL Highlights,Sports,123,0,2025-01-26,Active
5225,42,Female,Hyderabad,Free,Smart TV,Web Series X,Web Series,58,0,2025-06-14,Cancelled
5226,22,Male,Bengaluru,Mobile,Tablet,IPL Highlights,Sports,53,149,2025-09-19,Cancelled
5227,49,Male,Mumbai,Premium,Laptop/Desktop,Kids Fun,Kids,71,499,2025-09-28,Active
5228,27,Male,Bengaluru,Free,Mobile,Football Live,Sports,280,0,2025-09-05,Cancelled
5229,65,Male,Madurai,Super,Smart TV,Web Series X,Web Series,243,299,2025-10-11,Cancelled
5230,44,Male,Hyderabad,Super,Smart TV,Reality Show,TV Shows,208,299,2025-12-29,Active
5231,41,Female,Ahmedabad,Free,Tablet,Tamil Series,Web Series,290,0,2025-06-15,Cancelled
5232,24,Male,Bengaluru,Free,Smart TV,Drama Show,TV Shows,83,0,2025-12-03,Active
5233,23,Male,Ahmedabad,Free,Tablet,Cricket Live,Sports,223,0,2025-07-19,Cancelled
5234,23,Female,Hyderabad,Premium,Mobile,IPL Highlights,Sports,221,499,2025-01-20,Active
5235,46,Female,Hyderabad,Premium,Laptop/Desktop,Drama Show,TV Shows,126,499,2025-02-09,Active
5236,45,Female,Chennai,Premium,Mobile,Tamil Series,Web Series,9,0,2025-05-27,Cancelled
5237,19,Female,Kolkata,Free,Laptop/Desktop,Kids Fun,Kids,28,0,2025-07-20,Active
5238,62,Male,Chennai,Free,Smart TV,Reality Show,TV Shows,188,0,2025-03-12,Active
5239,42,Female,Madurai,Mobile,Tablet,Football Live,Sports,206,0,2025-01-23,Active
5240,25,Female,Delhi,Free,Mobile,Cricket Live,Sports,87,0,2025-03-25,Cancelled
5241,43,Male,Mumbai,Mobile,Laptop/Desktop,Drama Show,TV Shows,29,149,2025-09-29,Cancelled
5242,31,Female,Kolkata,Free,Tablet,Cricket Live,Sports,79,0,2025-06-18,Cancelled
5243,55,Female,Chennai,Premium,Laptop/Desktop,Web Series X,Web Series,187,499,2025-09-17,Cancelled
5244,36,Female,Bengaluru,Mobile,Laptop/Desktop,Tamil Series,Web Series,16,149,2025-03-13,Active
5245,38,Female,Delhi,Mobile,Laptop/Desktop,Football Live,Sports,251,0,2025-04-16,Cancelled
5246,18,Female,Kolkata,Mobile,Mobile,Web Series X,Web Series,299,149,2025-04-17,Active
5247,31,Female,Delhi,Super,Tablet,Reality Show,TV Shows,43,299,2025-05-15,Active
5248,44,Female,Hyderabad,Free,Smart TV,Action Movie,Movies,176,0,2025-08-01,Active
5249,28,Female,Kolkata,Super,Tablet,Drama Show,TV Shows,233,299,2025-12-27,Active
5250,53,Male,Coimbatore,Free,Smart TV,Cricket Live,Sports,114,0,2025-01-23,Cancelled
5251,65,Male,Madurai,Free,Laptop/Desktop,IPL Highlights,Sports,137,0,2025-02-16,Cancelled
5252,26,Male,Ahmedabad,Super,Tablet,Web Series X,Web Series,230,299,2025-03-11,Active
5253,30,Female,Delhi,Mobile,Laptop/Desktop,Tamil Series,Web Series,190,149,2025-06-21,Active
5254,26,Male,Pune,Super,Tablet,Kids Fun,Kids,23,299,2025-12-30,Cancelled
5255,25,Female,Madurai,Free,Smart TV,Tamil Series,Web Series,42,0,2025-08-28,Active
5256,43,Male,Chennai,Super,Mobile,Bollywood Movies,Movies,262,299,2025-11-08,Active
5257,58,Male,Mumbai,Mobile,Tablet,Reality Show,TV Shows,260,0,2025-04-18,Active
5258,36,Female,Mumbai,Premium,Tablet,IPL Highlights,Sports,293,0,2025-07-27,Cancelled
5259,38,Female,Chennai,Premium,Mobile,Bollywood Movies,Movies,275,499,2025-11-29,Cancelled
5260,64,Female,Delhi,Mobile,Laptop/Desktop,Web Series X,Web Series,62,149,2025-02-07,Cancelled
5261,19,Male,Coimbatore,Mobile,Smart TV,Tamil Series,Web Series,62,149,2025-11-13,Active
5262,32,Female,Coimbatore,Premium,Tablet,Tamil Series,Web Series,117,499,2025-08-06,Active
5263,52,Male,Bengaluru,Mobile,Tablet,Bollywood Movies,Movies,163,0,2025-05-25,Cancelled
5264,32,Female,Ahmedabad,Premium,Tablet,Tamil Series,Web Series,192,499,2025-04-12,Cancelled
5265,20,Male,Bengaluru,Mobile,Tablet,IPL Highlights,Sports,221,149,2025-07-01,Cancelled
5266,29,Female,Delhi,Super,Laptop/Desktop,Football Live,Sports,105,299,2025-11-18,Active
5267,27,Female,Kolkata,Mobile,Smart TV,Web Series X,Web Series,181,149,2025-12-17,Cancelled
5268,58,Male,Mumbai,Free,Smart TV,Cricket Live,Sports,241,0,2025-06-29,Active
5269,50,Female,Kolkata,Super,Tablet,Bollywood Movies,Movies,64,0,2025-12-30,Cancelled
